release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2014-04-03,oculus,"horror,mystery",1747,106906,6.4,10.8,6.5,27695246,5000000,553,12005402,2.3,2648,Relativity,Mike Flanagan,"editor,writer,director"
2014-01-17,ride along,action,1277,14,6.2,10.8,4.4,134202565,25000000,536,41516170,3.2,2867,Universal,Larry Greene,"actor,writer,producer"
2014-07-11,begin again,"drama,family",2089,57,7.2,10.8,7.0,16170632,8000000,202,134064,120.6,1302,Weinstein…,Lisa Spurrier,"actress,producer,writer"
2014-05-30,a million ways to die in the west,"comedy,western",2219,160534,5.8,10.8,6.1,42720965,40000000,106,16797385,2.5,3160,Universal,Seth MacFarlane,"writer,music_department,producer"
2014-12-05,still alice,drama,1946,116832,7.5,10.7,7.5,18656400,5000000,373,212000,88.0,1318,Sony Pict…,Richard Glatzer,"miscellaneous,producer,writer"
2014-05-23,blended,"comedy,romance",1709,106491,6.7,10.6,6.5,46290741,45000000,102,14284031,3.2,3555,Warner Bros.,Ivan Menchell,"producer,writer,actor"
2014-08-29,as above so below,"adventure,horror,mystery",1321,66892,6.2,10.6,6.2,21222315,5000000,424,8632820,2.5,2650,Universal,John Erick Dowdle,"director,writer,producer"
2014-04-11,draft day,"drama,sport",460,48812,6.6,10.6,6.8,28842237,25000000,115,9783603,2.9,2781,Lionsgate,Scott Rothman,writer
2014-09-12,the skeleton twins,"comedy,drama,romance",394,36793,6.7,10.3,6.8,5284309,1000000,528,380691,13.9,461,Lionsgate…,Mark Heyman,"writer,producer,director"
2014-12-05,wild,"adventure,biography,drama",1454,110138,7.0,10.1,7.1,37880356,15000000,252,606810,62.4,1361,Fox Searc…,Nick Hornby,"writer,producer,soundtrack"
2016-01-24,wild,"adventure,biography,drama",28,110138,6.4,1.0,7.1,37880356,15000000,252,606810,62.4,1361,Fox Searc…,Nick Hornby,"writer,producer,soundtrack"
2014-10-10,kill the messenger,"biography,crime,drama",507,41231,6.6,10.1,7.0,2450846,5000000,49,941809,2.6,427,Focus Fea…,Peter Landesman,"writer,director,producer"
2014-09-05,falcon rising,"action,adventure",126,6955,5.8,10.1,5.8,11774,4500000,0,8691,1.4,10,Freestyle…,Y.T. Parazi,writer
2014-06-13,the signal,"drama,mystery,sci-fi",901,58407,5.9,10.0,6.1,600896,4000000,15,155642,3.9,204,Focus Fea…,David Frigerio,"writer,producer,director"
2015-07-08,the signal,"drama,mystery,sci-fi",2,58407,7.0,0.7,6.1,600896,4000000,15,155642,3.9,204,Focus Fea…,David Frigerio,"writer,producer,director"
2014-09-05,frontera,"drama,thriller,western",80,6861,6.3,9.7,6.6,59696,2300000,2,10962,5.4,14,Magnolia …,Louis Moulinet,"art_department,actor,writer"
2014-04-16,heaven is for real,"biography,drama,family",363,24267,6.2,9.7,5.8,91386097,12000000,761,22522221,4.1,3048,Sony Pict…,Chris Parker,writer
2014-09-19,this is where i leave you,"comedy,drama",695,65202,6.6,9.7,6.6,34296320,20000000,171,11558149,3.0,2868,Warner Bros.,Jonathan Tropper,"writer,producer,director"
2014-03-14,bad words,"comedy,drama",451,44061,6.4,9.5,6.7,7779614,10000000,77,113301,68.7,1074,Focus Fea…,Andrew Dodge,writer
2014-01-03,paranormal activity the marked ones,"horror,mystery,thriller",752,37147,5.3,9.4,5.0,32462372,5000000,649,18343611,1.8,2883,Paramount…,Christopher Landon,"writer,producer,director"
2014-11-07,skin trade,documentary,96,31,5.6,9.4,8.8,1242,9000000,0,162,7.7,1,Magnolia …,Shannon Keith,"writer,producer,director"
2014-04-25,brick mansions,"action,crime",909,37528,5.9,9.2,5.7,20396829,28000000,72,9516855,2.1,2647,Relativity,Luc Besson,"writer,producer,director"
2014-09-26,two night stand,"comedy,romance",1241,60510,6.5,9.2,6.4,15600,1600000,0,15600,1.0,5,Entertain…,Mark Hammer,"writer,producer"
2014-03-21,muppets most wanted,"adventure,comedy,crime",473,29018,6.2,9.1,6.4,51178893,55000000,93,17005126,3.0,3194,Walt Disney,Jim Henson,"actor,writer,producer"
2014-11-07,rosewater,"biography,drama",121,9836,6.7,9.0,6.6,3128941,10000000,31,1154303,2.7,371,Open Road,Maziar Bahari,"director,producer,writer"
2014-08-08,into the storm,"action,adventure,drama",1169,60894,5.8,8.9,5.8,47602194,50000000,95,17346427,2.7,3434,Warner Bros.,John Swetnam,"writer,producer,director"
2014-02-14,endless love,"drama,romance",990,37869,6.8,8.8,6.3,23438250,20000000,117,13307125,1.8,2896,Universal,Shana Feste,"director,writer,actress"
2014-09-19,tusk,"comedy,drama,horror",601,40827,5.3,8.7,5.3,1821983,3000000,60,846831,2.2,602,A24,Kevin Smith,"producer,writer,actor"
2014-01-31,that awkward moment,"comedy,romance",1759,92148,6.1,8.6,6.2,26068955,8000000,325,8742109,3.0,2809,FilmDistrict,Tom Gormican,"writer,producer,director"
2014-10-17,the best of me,"drama,romance",1512,59750,7.3,8.6,6.7,26766213,26000000,102,10003827,2.7,2936,Relativity,J. Mills Goodloe,"miscellaneous,writer,actor"
2014-02-14,about last night,"comedy,romance",312,21078,6.0,8.5,6.1,48637684,13000000,374,25649011,1.9,2253,Sony Pict…,David Mamet,"writer,producer,director"
2014-07-18,i origins,"drama,romance,sci-fi",1814,104718,7.6,8.5,7.4,336472,1000000,33,27682,12.2,122,Fox Searc…,Mike Cahill,"visual_effects,editor,director"
2014-10-10,addicted,drama,103,25,5.3,8.3,7.2,17390770,5000000,347,7485346,2.3,1037,Lionsgate,Dan Jenski,"writer,producer,production_manager"
2014-10-10,addicted,"drama,thriller",103,7640,5.3,8.3,5.2,17390770,5000000,347,7485346,2.3,1037,Lionsgate,Ernie Barbarash,"director,producer,writer"
2014-02-28,son of god,"biography,drama,history",123,17606,6.4,8.3,5.8,59700064,22000000,271,25601865,2.3,3271,20th Cent…,Christopher Spencer,"director,writer,producer"
2014-08-08,the hundred-foot journey,"comedy,drama",785,69562,7.3,8.3,7.3,54235441,22000000,246,10979290,4.9,2167,Walt Disney,Steven Knight,"writer,producer,director"
2014-06-20,think like a man too,"comedy,romance",319,18533,6.3,8.2,5.8,65028687,24000000,270,29241911,2.2,3049,Sony Pict…,Steve Harvey,"producer,actor,writer"
2014-07-25,and so it goes,"comedy,drama,romance",264,11597,5.9,8.2,5.8,15160801,18000000,84,4642329,3.3,1816,Clarius E…,Mark Andrus,writer
2014-06-06,obvious child,"comedy,drama,romance",256,21536,6.7,8.2,6.8,3122616,1000000,312,77315,40.4,202,A24,Harold Manning,"writer,miscellaneous,director"
2014-08-29,the homesman,"drama,western",389,27724,6.5,8.2,6.6,2429989,16000000,15,45433,53.5,222,Roadside …,Tommy Lee Jones,"actor,director,soundtrack"
2015-01-30,black or white,drama,193,10659,6.8,8.0,6.6,21571189,9000000,239,6213362,3.5,1823,Relativity,Mike Binder,"writer,actor,producer"
2014-10-17,rudderless,"comedy,drama,music",149,16303,7.4,8.0,7.5,56001,5000000,1,37440,1.5,18,Samuel Go…,William H. Macy,"actor,writer,soundtrack"
2015-04-17,while we're young,"comedy,drama,mystery",609,41327,5.9,8.0,6.3,7582065,10000000,75,227688,33.3,762,A24,Noah Baumbach,"writer,director,producer"
2014-01-18,wish i was here,"comedy,drama",440,34907,6.6,7.8,6.7,3591299,6000000,59,484401,7.4,753,Focus Fea…,Adam J. Braff,"art_department,writer,producer"
2014-03-14,veronica mars,"crime,drama,mystery",699,46751,6.7,7.8,6.8,3322127,6000000,55,1988351,1.7,347,Warner Bros.,Diane Ruggiero,"producer,writer"
2014-05-16,million dollar arm,"biography,drama,sport",353,41008,6.8,7.8,7.0,36447959,25000000,145,10515659,3.5,3019,Walt Disney,Tom McCarthy,"actor,producer,writer"
2014-11-14,beyond the lights,"drama,music,romance",238,14122,7.0,7.7,6.9,14618727,7000000,208,6200284,2.4,1789,Relativity,Gina Prince-Bythewood,"writer,producer,director"
2014-10-17,dear white people,"comedy,drama,romance",296,23321,6.1,7.5,6.1,4404154,1250000,352,347959,12.7,392,Lionsgate…,Justin Simien,"writer,producer,director"
2014-09-12,dolphin tale 2,"drama,family",173,7579,6.7,7.4,6.4,42024533,36000000,116,15873397,2.6,3656,Warner Bros.,Charles Martin Smith,"actor,director,writer"
2014-07-02,earth to echo,"adventure,family,sci-fi",377,17627,5.7,7.2,5.8,38934842,13000000,299,8364199,4.7,3230,Relativity,Andrew Panay,"producer,actor,writer"
2014-04-18,a haunted house 2,"comedy,fantasy",597,18085,5.5,6.9,4.7,17329487,4000000,433,8843875,2.0,2310,Open Road,Marlon Wayans,"actor,writer,producer"
2014-06-20,jersey boys,"biography,drama,music",380,30410,6.9,6.9,6.8,47047013,40000000,117,13319371,3.5,2905,Warner Bros.,Marshall Brickman,"writer,producer,miscellaneous"
2014-12-12,top five,"comedy,romance",281,24744,6.3,6.3,6.4,25317379,12000000,210,6896593,3.7,1426,Paramount…,Chris Rock,"producer,actor,writer"
2015-01-23,song one,"drama,music",126,8559,5.6,6.2,5.8,32251,6000000,0,20200,1.6,27,Cinedigm/…,Kate Barker-Froyland,"director,writer,miscellaneous"
2014-03-10,the mule,"crime,drama,mystery",77,1612,6.4,6.2,4.3,103804407,50000000,207,17509431,5.9,3329,Warner Bros.,Don Fiebiger,writer
2014-03-10,the mule,"crime,drama,thriller",77,58955,6.4,6.2,7.1,103804407,50000000,207,17509431,5.9,3329,Warner Bros.,Sam Dolnick,"writer,producer,miscellaneous"
2018-12-14,the mule,"crime,drama,mystery",1584,1612,6.5,33.8,4.3,103804407,50000000,207,17509431,5.9,3329,Warner Bros.,Don Fiebiger,writer
2018-12-14,the mule,"crime,drama,thriller",1584,58955,6.5,33.8,7.1,103804407,50000000,207,17509431,5.9,3329,Warner Bros.,Sam Dolnick,"writer,producer,miscellaneous"
2014-08-22,when the game stands tall,"drama,family,sport",185,14498,6.6,6.1,6.7,30127963,15000000,200,8381509,3.6,2766,Sony Pict…,Scott Marshall Smith,"writer,director,producer"
2014-01-17,devil's due,"horror,mystery,thriller",303,15502,4.5,5.9,4.1,15821461,7000000,226,8308220,1.9,2544,20th Cent…,Lindsay Devlin,"writer,producer,miscellaneous"
2014-06-26,happy christmas,"comedy,drama",95,7217,5.1,5.8,5.5,30312,70000,43,7523,4.0,9,Magnolia …,Joe Swanberg,"writer,actor,producer"
2014-03-07,the face of love,"drama,mystery,romance",68,4710,6.1,5.5,6.2,385069,4000000,9,25800,14.9,42,IFC Films,Matthew McDuffie,"writer,actor,director"
2014-01-21,hits,"comedy,drama",36,1706,5.0,5.5,5.8,15156,1000000,1,15156,1.0,2,Honora Pr…,David Cross,"actor,writer,producer"
2015-04-10,the sisterhood of night,"drama,mystery,thriller",51,1888,6.4,3.3,6.2,6870,1000000,0,5264,1.3,10,Freestyle…,Steven Millhauser,"writer,actor"
2014-03-21,50 to 1,drama,25,1739,6.2,2.9,6.6,1069454,10000000,10,78480,13.6,133,Ten Furlongs,Faith Conroy,"miscellaneous,writer,producer"
2014-09-23,not cool,"comedy,drama,romance",50,5089,4.2,2.2,4.5,35688,800000,4,10329,3.5,1,Starz Media,Dan Schoffer,"actor,writer"
2014-10-24,23 blast,"drama,family,sport",31,1567,6.5,2.2,6.5,549185,1000000,54,337091,1.6,617,Abramoram…,Bram Hoover,"actor,writer,producer"
2014-07-03,the girl on the train,thriller,25,819,5.9,1.6,4.4,75395035,45000000,167,24536265,3.1,3241,Universal,Larry Brand,"writer,director,actor"
2014-07-03,the girl on the train,thriller,25,819,5.9,1.6,4.4,3124,45000000,0,211,14.8,3,Monterey …,Larry Brand,"writer,director,actor"
2016-10-07,the girl on the train,thriller,3479,819,6.3,11.9,4.4,75395035,45000000,167,24536265,3.1,3241,Universal,Larry Brand,"writer,director,actor"
2016-10-07,the girl on the train,thriller,3479,819,6.3,11.9,4.4,3124,45000000,0,211,14.8,3,Monterey …,Larry Brand,"writer,director,actor"
2014-04-22,the word,drama,15,97,4.8,0.8,6.7,3648,200000,1,3648,1.0,1,Scarlet S…,Steve Grimaldi,"writer,producer,director"
2014-09-19,pump,documentary,6,608,7.4,0.8,7.7,89787,2000000,4,42177,2.1,6,Submarine…,Johnny O'Hara,"writer,director,cinematographer"
2014-01-01,fort mccoy,"drama,history,war",2,319,6.3,0.7,5.9,78948,3000000,2,4070,19.4,14,Monterey …,Kate Connor,"actress,producer,director"
2014-05-02,water  power,"crime,drama",1,99,3.0,0.6,6.2,42557,600000,7,39428,1.1,16,North/Sou…,Richard Montoya,"actor,writer,producer"
2014-03-07,krisha,drama,1,5917,9.0,0.6,7.2,144822,30000,482,10250,14.1,26,A24,Trey Edward Shults,"director,writer,editor"
2016-03-18,krisha,drama,86,5917,6.8,5.3,7.2,144822,30000,482,10250,14.1,26,A24,Trey Edward Shults,"director,writer,editor"
2014-01-01,breaking in,"action,crime,drama",2,10154,2.5,0.6,5.4,46840590,6000000,780,17630285,2.7,2537,Universal,Ryan Engle,"writer,director,producer"
2018-05-13,breaking in,"action,crime,drama",290,10154,5.9,12.2,5.4,46840590,6000000,780,17630285,2.7,2537,Universal,Ryan Engle,"writer,director,producer"
2015-05-01,avengers age of ultron,"action,adventure,sci-fi",13457,665594,7.3,44.4,7.3,459005868,330600000,138,191271109,2.4,4276,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2015-07-17,ant-man,"action,adventure,comedy",11949,501213,7.1,32.7,7.3,180202163,130000000,138,57225526,3.1,3868,Walt Disney,Joe Cornish,"writer,director,editor"
2015-07-01,terminator genisys,"action,adventure,sci-fi",5309,234615,5.9,31.1,6.4,89760956,155000000,57,27018486,3.3,3783,Paramount…,James Cameron,"writer,producer,director"
2015-11-06,spectre,"action,adventure,thriller",6719,352504,6.4,30.3,6.8,200074175,300000000,66,70403148,2.8,3929,Sony Pict…,Ian Fleming,"writer,miscellaneous"
2015-05-15,mad max fury road,"action,adventure,sci-fi",14454,780910,7.4,28.1,8.1,153636354,150000000,102,45428128,3.4,3722,Warner Bros.,George Miller,"producer,writer,director"
2015-05-29,san andreas,"action,adventure,drama",5125,192750,6.1,27.4,6.1,155190832,110000000,141,54588173,2.8,3812,Warner Bros.,Carlton Cuse,"writer,producer,actor"
2015-02-27,jupiter ascending,"action,adventure,sci-fi",4401,166327,5.3,24.1,5.3,47482519,179000000,26,18372372,2.6,3885,Warner Bros.,Lilly Wachowski,"writer,producer,director"
2015-10-02,the martian,"adventure,drama,sci-fi",12172,680116,7.7,22.9,8.0,228433663,108000000,211,54308575,4.2,3854,20th Cent…,Andy Weir,"writer,producer,miscellaneous"
2015-02-06,seventh son,"action,adventure,fantasy",1549,66565,5.3,22.9,5.5,17725785,95000000,18,7217640,2.5,2875,Universal,Matt Greenberg,"writer,producer,actor"
2015-02-13,fifty shades of grey,"drama,romance,thriller",6451,279126,5.4,21.2,4.1,166167230,40000000,415,85171450,2.0,3655,Universal,Kelly Marcel,"writer,actress,producer"
2015-06-12,jurassic world,"action,adventure,sci-fi",14056,539338,6.6,20.7,7.0,652306625,215000000,303,208806270,3.1,4291,Universal,Michael Crichton,"writer,producer,director"
2015-12-25,the hateful eight,"crime,drama,mystery",8065,434966,7.7,20.7,7.8,54117416,62000000,87,4610676,11.7,2938,Weinstein…,Quentin Tarantino,"writer,actor,producer"
2015-09-18,sicario,"action,crime,drama",4475,328548,7.3,20.5,7.6,46889293,30000000,156,401288,116.8,2620,Lionsgate,Taylor Sheridan,"actor,writer,director"
2015-05-22,tomorrowland,"action,adventure,family",4610,161343,6.2,20.1,6.4,93436322,170000000,54,33028165,2.8,3972,Walt Disney,Brad Bird,"miscellaneous,writer,director"
2015-10-16,room,"drama,thriller",5494,316791,8.1,20.0,8.2,14677674,13000000,112,118298,124.1,862,A24,Emma Donoghue,"writer,producer,director"
2015-09-18,everest,"action,adventure,biography",2874,181133,6.7,19.9,7.1,43482270,65000000,66,7222035,6.0,3009,Universal,Simon Beaufoy,"writer,producer,director"
2015-06-05,insidious chapter 3,"horror,mystery,thriller",1886,82930,6.2,19.9,6.1,52218558,10000000,522,22692741,2.3,3014,Focus Fea…,Leigh Whannell,"actor,writer,producer"
2015-11-18,the hunger games mockingjay - part 2,"action,adventure,sci-fi",7609,252384,6.8,19.5,6.6,281723902,160000000,176,102665981,2.7,4175,Lionsgate,Peter Craig,"writer,actor,producer"
2015-12-25,the revenant,"action,adventure,biography",11064,621193,7.4,19.4,8.0,183637894,135000000,136,474560,387.0,3711,20th Cent…,Alejandro G. Iñárritu,"producer,director,writer"
2015-07-10,selfless,"action,mystery,sci-fi",1815,80743,6.3,19.1,6.5,12279691,26000000,47,5403460,2.3,2353,Focus Fea…,David Pastor,"writer,producer,director"
2015-08-26,no escape,"action,thriller",1296,70222,6.8,19.0,6.8,27288872,5000000,545,8111264,3.4,3415,Weinstein…,John Erick Dowdle,"director,writer,producer"
2015-10-16,goosebumps,"adventure,comedy,family",2147,72858,6.2,19.0,6.3,80069458,58000000,138,23618556,3.4,3618,Sony Pict…,Scott Alexander,"writer,producer,director"
2015-08-14,the man from uncle,"action,adventure,comedy",3525,240606,7.1,19.0,7.3,45445109,75000000,60,13421036,3.4,3673,Warner Bros.,Guy Ritchie,"director,producer,writer"
2015-04-10,ex machina,"drama,mystery,sci-fi",8026,424542,7.6,18.5,7.7,25440971,13000000,195,237264,107.2,2004,A24,Alex Garland,"writer,producer,director"
2015-05-15,pitch perfect 2,"comedy,music",3599,130692,6.8,18.5,6.4,184296230,29000000,635,69216890,2.7,3660,Universal,Kay Cannon,"producer,writer,miscellaneous"
2015-07-17,trainwreck,"comedy,drama,romance",1731,121860,5.8,18.4,6.2,110212700,35000000,314,30097040,3.7,3171,Universal,Amy Schumer,"writer,actress,producer"
2015-10-09,knock knock,"drama,thriller",1490,68328,5.0,17.9,4.9,36336,2000000,1,18623,2.0,22,Lionsgate,Anthony Overman,writer
2015-06-26,ted 2,comedy,4227,165843,6.1,17.7,6.3,81476385,68000000,119,33507870,2.4,3448,Universal,Seth MacFarlane,"writer,music_department,producer"
2015-11-25,the good dinosaur,"adventure,animation,comedy",3135,91465,6.7,17.7,6.7,123087120,187500000,65,39155217,3.1,3749,Walt Disney,Peter Hedges,"writer,director,actor"
2015-03-13,run all night,"action,drama,thriller",1684,94131,6.4,17.6,6.6,26461644,50000000,52,11012305,2.4,3171,Warner Bros.,Brad Ingelsby,"writer,producer,actor"
2015-05-22,poltergeist,"horror,thriller",1438,51538,5.1,17.3,4.9,47425125,35000000,135,22620386,2.1,3242,20th Cent…,Steven Spielberg,"producer,writer,director"
2015-09-18,maze runner the scorch trials,"action,sci-fi,thriller",6365,201143,6.6,17.3,6.3,81697192,61000000,133,30316510,2.7,3792,20th Cent…,T.S. Nowlin,"writer,producer"
2015-01-16,blackhat,"action,crime,thriller",1165,48427,5.3,16.8,5.4,8005980,70000000,11,3901815,2.1,2568,Universal,Morgan Davis Foehl,"editorial_department,writer,producer"
2015-10-23,the last witch hunter,"action,adventure,fantasy",2193,86118,5.8,16.7,6.0,27367660,80000000,34,10812861,2.5,3082,Lionsgate,Matt Sazama,"writer,producer,editorial_department"
2015-09-25,hotel transylvania 2,"animation,comedy,family",3184,92905,6.7,16.6,6.7,169700110,80000000,212,48464322,3.5,3768,Sony Pict…,Adam Sandler,"actor,producer,writer"
2015-08-07,fantastic four,"action,adventure,drama",3837,140148,4.4,16.4,4.3,56117548,120000000,46,25685737,2.2,4004,20th Cent…,Jack Kirby,"writer,animation_department,miscellaneous"
2015-11-25,creed,horror,4010,12,7.3,16.4,6.6,109767581,37000000,296,29632823,3.7,3502,Warner Bros.,Stan Harrington,"actor,producer,writer"
2015-11-06,spotlight,"crime,drama",4935,365110,7.8,16.4,8.1,45055776,20000000,225,295009,152.7,1227,Open Road,Tom McCarthy,"actor,producer,writer"
2018-01-28,spotlight,"crime,drama",1,365110,10.0,0.6,8.1,45055776,20000000,225,295009,152.7,1227,Open Road,Tom McCarthy,"actor,producer,writer"
2015-04-17,paul blart mall cop 2,"action,comedy,crime",900,30828,5.0,15.9,4.4,71091594,38000000,187,23762435,3.0,3633,Sony Pict…,Nick Bakay,"actor,producer,writer"
2015-01-16,the wedding ringer,comedy,961,66893,6.5,15.9,6.7,64460211,23000000,280,20649306,3.1,3003,Sony Pict…,Jay Lavender,"writer,producer,director"
2016-05-13,the lobster,"comedy,drama,romance",2895,182622,6.9,15.6,7.1,9196278,4500000,204,50003,183.9,563,Mongrel M…,Yorgos Lanthimos,"director,writer,producer"
2015-12-18,alvin and the chipmunks the road chip,"adventure,animation,comedy",852,14507,5.8,15.0,5.1,85886987,90000000,95,14287159,6.0,3705,20th Cent…,Ross Bagdasarian,"soundtrack,actor,writer"
2015-09-18,black mass,"biography,crime,drama",2020,155847,6.4,14.6,6.9,62575678,53000000,118,22635037,2.8,3188,Warner Bros.,Jez Butterworth,"writer,producer,actor"
2017-05-01,black mass,"biography,crime,drama",1,155847,10.0,1.0,6.9,62575678,53000000,118,22635037,2.8,3188,Warner Bros.,Jez Butterworth,"writer,producer,actor"
